,n_neighbors:10,n_neighbors:20,n_neighbors:30,n_neighbors:40,n_neighbors:50,n_neighbors:60,n_neighbors:70,n_neighbors:80,n_neighbors:90,n_neighbors:100,n_neighbors:110,n_neighbors:120,n_neighbors:130,n_neighbors:140,n_neighbors:150,n_neighbors:160,n_neighbors:170,n_neighbors:180,n_neighbors:190
0,0.9538007441951205,0.9861620400245288,0.981378541899197,0.9882614832747765,0.9772327083761445,0.9666202338107243,0.9721877126591368,0.9759774887308543,0.9763173802015617,0.9733557716331788,0.9746037264860208,0.9763492678006906,0.9775573726338116,0.9821290904890682,0.9844470201515988,0.9848205195682901,0.9853805724850266,0.9849214757490097,0.9856919018808638
1,0.9999996942190583,1.000000266421479,1.3386336478444731,1.2397602632284286,1.983355727067769,1.9773633582348515,2.3727968287978194,2.737100232575056,3.0929102698287707,2.941166355232966,2.786105305473073,2.72209654523768,2.8563671254256113,2.845398288586653,2.8465618578169334,2.877595722064016,2.856573179721094,2.7825589674652775,2.7041619257308147
2,0.9679972947006992,1.0039547712872245,1.1242486273238737,1.120641262067285,1.0616239438560213,1.0205809114667843,1.005576773469081,0.9894117078692822,0.9829922885745473,0.9816648871613777,0.9847413091141499,0.9837797706413531,0.9843373999220497,0.9848187812856813,0.985300748334542,0.9864333439000733,0.9854613180552111,0.9834903473489283,0.9818632815805541
3,2.1510474032167006,1.284352689895505,1.048620437382508,1.0181885181819847,0.976362987808447,0.983634226681173,0.9830102782290309,0.9836532842930629,0.9905481158820096,0.9938430744487318,0.9983402267845841,0.9974030616565521,0.9911977199618442,0.9931903392042477,0.9949895127329961,0.9916754829133427,0.9934582125510798,0.9919982245274623,0.9904927291136587
4,1.1387301869345574,1.0865675887188253,1.0714595769244424,1.0074672903974193,1.001464277855467,1.0033484869159366,1.011599505526739,1.0076972689434698,1.0061183735908334,1.0032568444267715,1.0005280408431994,1.0025938455512702,1.0009881700781604,1.00267950073531,1.0042307181522387,1.0066113098382072,1.0088035723460664,1.0108817231162297,1.0118477889878326
5,1.0,1.0,1.0,1.0,1.1345992182181186,1.9167850960658797,2.2038672181274097,2.3609205137793157,2.53119892572993,2.522889192371913,2.5675070926623365,2.619954978427772,2.711235801500108,2.7039301580519925,2.6113363528858136,2.547884068482597,2.5108849262445836,2.4013514268787324,2.3191266898154965
6,0.9710078785403601,1.0193773206121892,1.030079578109696,1.0005865148352258,0.9996612056071631,1.0364321505021465,1.0765126451547649,1.1280054842870748,1.1444187917122202,1.1780101115804806,1.2197990539295678,1.2614739827489891,1.2707342319264114,1.2795429099935791,1.2732692682553444,1.2612152661644962,1.2633246630308868,1.2613191382808486,1.2543134287048778
7,1.5748646106893558,1.6403902771076602,1.6331526357606567,1.6057125697323933,1.5367932926905394,1.4455271040899276,1.3015689036390778,1.1818919509128993,1.0317757895306583,1.012175286507056,0.9974869248521834,0.9984497821274869,0.9979789066330789,0.9979389161279318,0.9988651648254109,0.9978654218224415,0.9983116263628247,0.9918663541155184,0.9900509217748197
8,2.8093254282965203,1.5970857519550514,1.6673689605378037,2.4022101507290365,3.3807461453158494,3.5251087400953547,3.334783044745952,2.590530517784427,2.1113246826225542,1.5641967437593423,1.3923871624748467,1.3207094168167497,1.229651445571262,1.1528987556192707,1.0952844940824342,1.0445281029557993,1.0167456546397262,1.0023841580927029,0.9974990575232715
9,1.0188152198128424,1.0327306676446504,1.021015957518768,1.0349159725365087,1.0325307604940397,1.0403359210404972,1.0327383075400258,1.0278468775293585,1.0323024952409035,1.0455522395850034,1.0464387407947253,1.0380176570958028,1.0288821635956398,1.022267721651919,1.0202452055640427,1.015882357258376,1.0164532396989348,1.0128981397656545,1.012282117577532
10,0.9298911155807967,0.9350791949804333,0.9715359751606826,1.0001438641329305,1.0718763821061592,1.131082444065452,1.200526807395325,1.286411970162407,1.324239143323579,1.1998179938671767,1.1437134744741813,1.1201405367549067,1.0700194532527756,1.0231644934500208,0.9977276200227597,0.9948539763535627,0.9958525885703706,0.9965462313799633,0.9975869655357344
11,2.2525321329387493,2.7485193009684954,2.585287896616554,1.3295550588238247,1.0269137504886459,1.028027711215428,1.2476355114296034,1.0548870119853515,0.9972509098973016,0.9899098941661022,0.9885578328609419,0.985897425390178,0.9873073418365615,0.9959220465854831,0.9969284226945092,0.9980275544959305,0.9990495690328103,1.2184645794695363,1.3950319079706817
12,1.0168052071164466,0.959060428589428,0.9403039667557247,0.9717798377199978,0.9907209754547079,1.0010240502048537,1.1842518582239814,1.4705963716530586,1.8152417808723504,1.9837779637437283,2.0364807527037705,2.0271005415226293,2.0175580695782087,2.0334569787716035,2.049514330619767,2.069300966312576,2.0924884953885448,2.112688314677204,2.133821440801205
13,1.0,1.0,1.0,1.0,1.0004101691825165,1.308372602840303,2.042530800812894,2.634670851932935,3.16845765168329,3.6056217802941934,2.3713478871052014,2.2616624864227797,1.8610131509487224,1.8445801311481034,1.8814091232344063,1.9216838004767722,2.000257854623894,2.330848513043956,3.2227731788797427
14,1.0,1.0,1.0,1.0000000006354388,1.0000000013735388,0.9996419492891967,0.991968085999829,0.9862373861261524,0.985163719452239,0.9850124389097651,0.9988390453893752,1.0098495496244155,1.147706628267952,1.8479358478488936,2.9296695825855332,4.102499174716998,4.905117230600941,5.1350708029660455,4.315660021447356
15,1.051131658623095,0.9754439178215943,0.9858231805960636,0.968476607238243,0.9790399816180557,0.9839405394460592,0.9751888716390308,0.995637199996011,0.9951754211745801,0.9912642189204541,0.9949092353302892,0.992226218399731,0.991855684460511,0.9928514585734133,0.9957718297270499,1.018258291822928,1.0752496058432444,1.118050927880728,1.1421586337659726
16,0.9942618795028638,1.0134546475883037,0.993979226611546,0.9955489099860149,1.0077224942665095,1.011103521715548,1.0256715689951323,1.032384401223228,1.0246295625115998,1.0138303289967145,1.0209467243227728,1.0257823115712654,1.0222171116241974,1.0211059855636666,1.0242215309029046,1.0235592805504403,1.0330350415070533,1.0394493904409274,1.0378461157233012
