,n_neighbors:10,n_neighbors:20,n_neighbors:30,n_neighbors:40,n_neighbors:50,n_neighbors:60,n_neighbors:70,n_neighbors:80,n_neighbors:90,n_neighbors:100,n_neighbors:110,n_neighbors:120,n_neighbors:130,n_neighbors:140,n_neighbors:150,n_neighbors:160,n_neighbors:170,n_neighbors:180,n_neighbors:190
0,0.9717429284789926,1.6132358081122686,1.5187388122975636,1.2983918740671132,1.2566572379488798,1.2408052827279152,1.2466937782101266,1.2705568149404527,1.263052540729792,1.2416904687004258,1.2052076834545289,1.1602862301212538,1.1211499883920115,1.092321638589814,1.0762082270369058,1.0607231100253134,1.043858761618869,1.0092737047435982,0.9955487257763908
1,3.832614069762768,1.2786068594853994,1.311289907888157,1.2675525040288178,1.3278130872577651,1.389893034524671,1.3616372443852327,1.283187662093748,1.2281281102545272,1.168081848047009,1.0961620607756446,1.0874397603528674,1.039711437432049,1.0267921224670162,1.0266407229936283,1.0253012604753426,1.0235294600538787,1.0103374439280985,1.0091364085687817
2,1.0,1.0,1.0,1.0,1.059186928035092,1.3766248042930003,1.5897751160715223,2.268776134434857,2.8295063481362015,2.550981201896837,2.196988095483119,2.1567517402327523,1.7599128132684672,1.7718072178911732,1.8115761594016528,1.8589848105716953,1.9402940862295015,2.363646282150868,3.735117287859893
3,1.4408365799216067,1.0463986027022454,0.9960896018218421,0.998278989205988,1.818228882534741,2.458151077032847,2.7488257458667325,3.051089848417125,3.34862034215067,3.466404588364022,3.575377425377055,3.9235042893296583,3.915919975433825,4.03494902090474,4.1450183931925455,4.32547607319461,4.375072104003893,4.39884196240192,4.222158494302838
4,1.8261553303443787,1.3279403491433492,0.9656598383058572,0.9908708014764145,0.9895570473177919,0.9923218359601919,0.9896779351944123,0.9952402654872952,0.9989155920988138,1.1108188306909923,1.2306440694526228,1.3212128470047375,1.3529673267451878,1.3444254380260061,1.3157506705488322,1.2532000800107475,1.215399437357484,1.2039310821420972,1.1970025684425896
5,0.9778738077216238,1.0015732780955526,0.9815440791010357,0.9772367427842734,0.9992813201531431,1.2965424619219281,4.890770912783515,8.652313097173883,11.121483890777027,12.230675368811694,10.845823634485027,9.254603019655828,6.1333596754869815,4.537483034161875,3.4058081011096606,2.2090786617727636,2.216355882631167,1.9944899358261328,1.8399417030128045
6,0.9821559635419531,0.9993253139254458,1.1040066180238772,1.0277906517492525,1.002066544435562,0.9980944206006709,0.9942353060670559,0.9739844528282997,0.9634240537550546,0.9712711424217275,0.9831555020359333,0.9745464908920295,0.975075224994619,0.969256260628696,0.9635411373978064,0.9644284554968781,0.9650279365913628,0.96861325553156,0.9722570057556807
7,0.9861117750746213,2.7196304615283085,3.4849776257781615,3.7385236837945834,3.543866315676638,3.621299669085375,3.709898083649753,3.6891057832736704,3.602297969457529,3.4303416891837686,2.8169206641617164,2.2705999066514133,1.4334512489198221,1.0145494148411927,0.9999561651553017,1.0013772897518183,0.9985264449341574,1.0024071876696214,1.003354497666721
8,1.0289342428590127,1.1612818114273569,1.1479058137166873,1.1398035563384288,1.1307237903926275,1.1254616450313966,1.1150556976111754,1.1080407092964424,1.097006787906371,1.0979274128979304,1.0957845139103193,1.0896762075389574,1.0777151450937263,1.0742336039323077,1.0735019024702743,1.0679166464810446,1.0617801180856614,1.0591339094824819,1.055284867346016
9,1.9420768921962583,1.6409495050166787,1.1351953197770719,0.9899554783323126,0.9959366771116003,0.994216130658995,0.99713466603816,0.99640278902108,0.9906471418979071,0.9877845787849509,0.9939476659187382,1.0011096847415664,1.0081508066212077,1.0267881206150178,1.0401274739482176,1.0543499097648716,1.0828325975595934,1.143165064212081,1.1707727469319058
